,reviews,compound,sentiment
231,flight take little late due heathrow congestion still land schedule boarding smooth onboard service efficient small snack serve free bottle water additional item available purchase cabin toilet clean overall unremarkable flight good way,0.8934,Positive
232,ba great air sell connection thru london heathrow terminal private ba terminal practically able make minute stopover time european flight inbound transatlantic flight outbound arrive terminal gate time book security endless line slow process boarding start nowhere near x ray train ride withing terminal different distant building almost impossible make lot stress,0.5719,Positive
233,break leg day return flight lisbon london call get assistance british airway hop wheelchair assistance easy seat get possibly upgrade could stretch broken leg cast airline fail front quote u price travel husband could almost let plane try interpret medical report attempt change seat near back single concession make allow board st offer wheelchair swing aisle seat use arm rest row seat aisle wide enough crutch might add nearly exit way wheelchair wait heathrow hop onto bus crutch change terminal nearly take tumble take long get wheelchair hold connect flight another airline last board flight allow u upgrade business class reasonable price take great care,0.7506,Positive
234,check mia straightforward ba use american flagship lounge near gate excellent flight delayed hour board chaotic board staff fine seat fine product age post take service prompt slept hour notice club world ba ditch rise champagne shame pre arrival breakfast ok slow deplane luggage ok,0.4404,Positive
235,never saw terrible customer experience plane land already minute late despite operational delay boarding take hour crew know place luggage long hour boarding process captain apologise extremely frustrating occur night flight force passenger lose train connection home,0.0575,Positive
236,fly ba year read review preparation needless say board flight low expectation pleasantly surprise flight ok leave lhr minute early arrive jnb ahead schedule cabin crew although good carrier attentive professional onboard catering disappointment unlucky miss chicken give sloppy pasta board entertainment never ba strong point sadly change unfortunately ba prestigious carrier bad experience review suggest,-0.6707,Negative
237,dear community feel compel share utter frustration disappointment define recent travel experience british airway buckle folk one rollercoaster july displeasure fly british airway ba ba let tell nightmare initial flight zurich zrh london lhr ba face seemingly unavoidable one hour delay upon arrival lhr course result miss connection tokyo trigger automatic rescheduling flight tokyo hnd via beijing air china oh fun stop flight ca also delay turn hour delay grand total hour finally arrive tokyo instead promise cherry top four check suitcase decide take detour join tokyo force waste additional two hour fill form baggage center finally get lose luggage back july make easy right wait return flight tokyo zurich ba august also dance delay tune make question punctuality myth british airway cumulative impact delay torpedo vacation plan steal whole day scheduled activity include guided tokyo tour enough dig deeper pocket unforeseen expense extra airport transfer tour operator assistance fee emergency purchase airport meal international call rearrangement lack assistance lhr airport icing bitter cake instal ba app get basic information alternative connection flight hassle fact ba clerk could provide info person downright infuriate british airway leave sour taste mouth dent wallet hop take feedback seriously step game right good look frustrate feed bert,-0.9664,Negative
238,quick bag drop first wing many passenger use fast track security main terminal direct entry concorde room outside security south ate excellent breakfast serve promptly concorde room nice place wait flight interesting memorabilia excellent bar boarding c gate disorganise slow board cabin crew excellent good choice beverage high quality food good seat comfortable first bedding provide time arrival miami baggage take hour arrive,0.9806,Positive
239,hour takeoff receive mail state cryptic message disruption expect limit many plane leave time capacity heathrow airport really hit british airway surprise h departure anyhow take one hour delay force check hand luggage travel hand luggage avoid wait ultra slow processing check luggage overall h later home plan really reason due incompetent people service level far bad ryanair triple price really never thanks nothing,-0.8046,Negative
240,recently delay british airway bru lhr due staff shortage announce hour hold delay would board u immediately hope clear gate leave early wait full hour inside airplane plane old dirty power seat staff provide small bag pretzel ml water passenger hour delay hour flight option purchase food drink entertainment option available oneworld emerald elite member upgrade member base status first class lounge heathrow overcrowd understaffed poorly equip help desk completely unhelpful error arise delay cancellation even top status avios point system devalue near worthlessness require fee book reward nearly equal price revenue ticket british lose way recent year move world class airline budget airline much bad service timeliness ryanair easyjet,-0.7165,Negative
241,board time take age get runway due congestion flight smooth quick snack drink good short flight land ten minute late one bag three left london form quickly fill bag deliver next morning,0.4404,Positive
242,day flight advise ba cancel ask u rebook flight hour hour original flight make u take one hour earlier original ticket return flight week later include check bag arrive heathrow check told ticket include bag pay pound take explain original ticket bag check system confirm one would make effort sort tell u pay would remove u flight choice pay think pretty easy get refund month email later still see penny every time ask refund state long wait get inane email say department take long others respond absolutely hopeless airline stuff booking first place even bad customer service even attempt solve problem check even could see mistake make system compound unable investigate simple claim refund pound month,-0.3167,Negative
243,travel lisbon dream vacation cruise portugal spain friend ever get luggage two week cruise two week without change clothes cpap machine contact customer service nightmare never talk real person little effort put get bag one port ship bag airport airline deliver bag tell friend need go get airline bother take bag airport ship ba say policy get bag within hour joke two week still back home u last hear bag lisbon choice fly british airway customer service non existent,0.802,Positive
244,book flight bucharest manchester h layover heathrow flight delay bucharest atc strike arrive heathrow minute later schedule still enough time catch connect flight unfortunately strand plane wait long time disembark plane due lack staff slot shortage common problem ba heathrow miss connecting flight delay tell wait night freezing airport first flight next day shameful food voucher joke consider ridiculous price lhr accommodation offer sleep cold airport ask compensation send long text lame excuse sorry compensate anything imagine bad airline ba regard customer care money rather way treat customer last time lifetime fly joke airline,-0.9451,Negative
245,book online month ago hitch replacement aircraft mean choose seat different inform prior departure could amend bag drop man smooth suspect man fault shuttle boarding slow delayed mean rush lhr flight cpt full leave less time cabin clean pe expect sufficient leg arm room plus little perk drink complaint seat actually recline far staff good first hour service especially george food quite tasty one option load breakfast also quite tasty land time fly ointment case arrive late carousel later notice break likely cpt pleasant surprise,0.1779,Positive
246,flight time crew polite story outward flight find ba europe generally pretty good though regret substitute prosecco champagne list drink buy economy many complaint ba airline revolve around lose luggage never check bag even long trip,0.1531,Positive
247,angry disappointed unsatisfied route london atlanta suitcase board therefore land comfort safety reason bag always fly passenger happen claim phone call make desk assistant answer question unprofessionally miserably certainly leave nothing backpack contain snack neither clothes anything else ever provide apology meanwhile also tell bag would deliver next hour also happen british airway great airline fly organization come customer service poor uncertain still wait bag,-0.6908,Negative
248,infrequent flyer british airway always first choice reassurance comfort service quality luggage allowance etc fact never fly budget airline recent flight change view cause reflect actually get money ba flight around hour delay way cabin ground staff service ok facility lack disappointed flight approx half hour thing offer half cup water pour bite sized banana slice cake fact return journey even offer water top ba longer medium screen select something pass time away even obligatory flight journey wifi poor even access shop however fee much available explain bas record profit bn question pay sure opt budget airline transparent offer pay decide choose ba stand basic airway go elsewhere get basic cheap,0.1531,Positive
249,totally unremarkable flight time comfortable european configuration go cater due storm effect greatly exaggerate advise email euro provide easy use lounge make loss,0.4601,Positive
250,ground crew heathrow leave passenger luggage bag heathrow ground crew left behind st two receive next day heathrow ground crew lose rd bag time phone hr course week due spend health beauty item wife cruise british airway say might reimburse month spend cab fare barcelona bacelona ground crew iberia claim deliver u heathrow ground crew make u minute late arrive back heathrow cruise actually land minute early incompetent people still ready u heathrow ground crew cause u leave minute late even though passenger board ready minute departure time probably mean miss connection anchorage ba clearly care know operate ground base shameful ba joke embarrass operate like normal airline grasp concept even small hiccup cause mass ripple chaos people,0.3612,Positive
251,london heathrow gibraltar th october shall start reference booking process use ba website reserve seat food website easy use clear every aspect flight due depart terminal passenger buss good minute different part airport aircraft stand board flight cabin crew keep low profile maintain entire flight captain make brief announcement flight flight entertainment seat clean comfortable enough short flight lack catering overt tiny bottle water inedible breakfast bar one use online system order even drink course pay passenger next could use online system doe seem work cabin refuse sell coffee fault moreover usb charge point work either give early hour flight poor show even sale item available trolley service system ba place good enough flight arrive time disembarkation inefficient though poorly manage crew see crew wear new ba uniform seem reflect downward trend airline candid difference ba service called budget rival route ba monopoly option use service different company,0.8074,Positive
252,first time fly british airway would hesitate fly economy flight attendant pleasant efficient excellent special meal low sodium comfortable space economy one good flight,0.9382,Positive
253,fly london cairo return october basically perfectly good pair flight economy pleasant professional cabin crew especially return journey tall problem legroom back plane seat ok get little numbing hour return rather good include snack box drink welcome however must say value money poor checked bag return leg nearly ticket although content pass time read sleep surprise find flight entertainment hour flight however overall would still recommend ba would even enthusiastically sensibly price,0.9729,Positive
254,absolutely bad experience ever fly heathrow problem wait hour three extra hour connection porto cancel flight scramble hotel new flight next day rout u madrid next morning flight hour late miss connection porto miss connection fault cancel return flight two hour phone customer service madrid airport book u new return flight make pay fly madrid porto reason cancel return flight hour hour hour customer service finally get return flight five day original return flight meanwhile lose wife luggage finally get day lose return flight problem reservation point british airway helpful leave onus u fix mistake every turn completely ruin three week vacation care even let u speak supervisor manager awful bordering passenger abuse,-0.9826,Negative
255,flew back malta scatter son ash favourite spot board aircraft return flight wife become upset member cabin crew notice immediately speak wife try reassure name tracey exceptional crew member notice speak traveller courteous manner friendly time pass wife ask would like anything kindness make difficult time easy u aircraft seat comfortable service good hr mins flight thank b,0.9633,Positive
256,cabin luggage go cargo even say carry medicine time get hand luggage economy seat virgin atlantic klm even ryanair space luckily short flight,0.7579,Positive
257,use ba average cannot say pretty satisfied ba somehow experience cancellation delay time second flight service usually weak food portion small cabin crew helpful especially come drink request screen renew full scratch size especially long flight entertainment system become important also welcome package except pillow small blanket would expect ba fly u anywhere except uk would recommend consider airline fly uk directly ba could one choice,0.4595,Positive
258,fly istanbul london business class half flight child watch ipad loud phone plug three row front disrupt flight could hear headphone staff think fine refuse tell mom turn acceptable flight especially business class airline turn zoo staff give training customer service child allow disrupt passenger tell staff laugh ba customer service disgrace even mention food bad really bad,-0.624,Negative
259,flow ba several time since airline start non stop service austin tx london heathrow every year service get bad bring tape measure see far apart seat economy section inch ba remove bathroom order squeeze row seat onto aircraft thankfully big person able squeeze seat without uncomfortable ba first start fly austin food great arrive heathrow get real food take plane know make ba food eatable ba direct flight hometown london would fly different airline check heathrow line extremely long one person check people take nearly hour get counter understand airline make record profit need make lose revenue pandemic think ba go far little concern customer service pursuit profit,0.8395,Positive
260,flight depart hour late due late inbound plane plane full half economy class passenger force check large cabin baggage gate board make complete mockery hand luggage allowance advertise lot passenger board stress miss onwards connection due delay miss next gate close time disembark heathrow onboard service ok minimal ba give full service airline time ago concerning try get hold customer service make change booking deal problem non existent airline seem make deliberately hard customer contact,-0.743,Negative
261,hate british airway get london oct next flight cancel stand line people get fix tell everyone leave airport call fix book u next day via online offer voucher hotel miss tour try get home istanbul plane start load hour ago explanation may miss next flight never travel problem april flight,-0.7043,Negative
262,ba flight porto london heathrow operate finnair use finnair plane crew advise ba shortly book option change flight prefer although business class cabin similar layout ba club europe e middle seat keep free wife felt seat comfortable legroom slightly well service good board meal tasty choose beef cheek good land heathrow although pass passport control without delay designated baggage reclaim wait wait hour ten minute go ba baggage counter ask go seem unaware issue say would find next hour various passenger also request information despite various announcement list different excuse almost hour bag finally arrive frustrate say least subsequently complain ba week explanation automated message customer service experience exceptionally high volume response say lot,0.8362,Positive
263,customer service call centre etc atrocious sometimes callous care long wait speak anybody power actually solve anything call cut halfway without resolution anyway flight cancel original one really leave nobody care onboard service short haul semi low cost confuse never know expect time give bottle water small snack whilst anything else pay yet flight apparently pre order additional food confuse make dependable cabin baggage theory generous compare competitor economy ask half passenger flight check cabin baggage gate due lack space overhead cabin lead long boarding delay whole offering think well usb power supply work throughout flight contrary announcement power available seatbelt sight turn pointless provide socket first place first choice airline route try use avios point totally abandon fail see deem star airline,-0.6486,Negative
264,frequent flyer ba last year note rating give frankly cannot understand ba score three star aspect service nutshell ba place profit margin passenger appreciation fact hammer home return leg club europe quite alarmingly ba appear place profit passenger safety extend business class seat beyond emergency exit row fail ensure seat exit row physical capacity actually open door incase emergency reassure see elderly slightly build woman seat responsibility open overwing exit need arise short haul business club europe simply joke useful gain valuable tier point lounge pre board benefit cabin crew service excellent lack space reduction refreshment choice etc place million air mile behind compete airline qatar turkish emirate understand true definition customer appreciation hospitality ba consistently erode value executive club seem impression recent change obtain avios point book process benefit passenger really want support ba enjoy fly point start penny pinching become deserving name budget airways attached photo take recent itinerary highlight difference customer care appreciation british airway another airline use trip flight around hour duration day guess one show ba flight offering,0.9932,Positive
265,flew ba punta cana take trouble reserve seat outbound inbound flight board gatwick realise move much less good seat people sit seat spend lot money reserve apparently change aircraft number passenger automatically reallocate seat particular reason crew say nothing could although course could swap u couple use seat tell claim refund return home via complaint form n ba offer u voucher accept less cost seat also naturally want money back eventually get without fight second rate shoddy airline,0.4751,Positive
266,downgrade business premium economy take three month get back offer pound aud difference business class premium economy never fly aud difference economy business aud owe least pound fair pound downgrade insult incredibly painful recent cancer operation back injury point need lie wait get around numb insult offer slap face continue degradation people deal airport earth honest hard work people actual staff plane warm friendly helpful system ba operates sort medieval torture,-0.9355,Negative
267,already delay aircraft land apart small ba logo rear fuselage indication carrier really board turn farce passenger group tell wait one queue order board inform wrong place boarding allow yet interior cabin reminiscent ba cabin twenty year earlier except tight legroom uncomfortable seating make budget airline feel luxurious crew ba unknown charter company service slow usual choice food purchase ran reach row request cup tea never appear thank goodness airport purchase water tiny offering pretzel officious senior flight attendant facilitate club europe appear economy immediately slam armrest whilst still mid flight make already uncomfortable journey feel worse cattle class definitely say happy land disembark understatement never ba never,-0.9254,Negative
268,catch gatwick cancellation fiasco point smooth check unable online part group travel security flight cancel deny entry security departures result point discover ba gatwick ba masquerade unable help provide little assistance unless real ba provide information even though baggage airside clue could get back however thanks supervisor business class check come assistance help predicament baggage retrieval information claim revise ba flight lhr follow evening difficult give rating cabin service even board aircraft,0.4404,Positive
269,ba real problem board flight get first fill luggage bin bag one suppose small seat cabin staff bother implement rule subsequent passenger mill aisle bumping search space boarding flight take hour result nonsense incoming flight late already minute flight minute late,-0.7783,Negative
270,connect flight london glasgow cancel force wait hour airport new flight receive luggage glasgow discover luggage soak wet wife luggage content wet air dry,-0.25,Negative
271,bad airline ever fly allocate back row next toilet galley chance get sleep question ask possible seat movement ignore get bump entire time cabin crew walk push kart aisle without one apology would well sit luggage compartment,-0.4675,Negative
272,excellent service level proactive crew superb food beverage find aspect service superior ba business class even new ba club suit first class felt exclusive dedicated crew clearly use work premium cabin enjoy work proactive friendly respectful food beverage offer considerable step business class seat slide double door spacious well design comfortable british airway offer solid first class service concorde lounge board actually group number change warm genuine welcome board consistent solid comfortable service start finish price right would hesitate book first class british airway,0.9925,Positive
273,book special holiday partner september arrive way lovely south france book business class u start holiday right check tell flight book seat print onto ticket reason already make sure seat book book flight nearly year prior go unfortunately arrive gate tell would longer sit together one u would fact go economy girlfriend extremely nervous flyer take extra tablet remain calm food pre book also sat right bottom end flight hold gate another couple predicament due lovely money grab british airway book flight end refuse passenger end even people sit fold chair toilet area eventually arrive france late wait luggage come airtags state case fact still heathrow wait day eventually come france point holiday ruin british airway absolutely shock speak anyone phone number longer use felt strand foreign country clothes one help use next every day watch case move track air tag frustrating able plan day hope would get call drive way back air port hour way collect case end go buy new clothes toiletry stuff make best ruined holiday save receipt think would able claim back wrong british airway take zero responsibility fob go insurance british airway pay basic essential pant toothpaste file complaint get back request money back business class even decency even respond absolute joke company wish would remove british name nothing british give money cant even look staff let alone customer oh bother try cancel flight either take money give nothing back,0.9203,Positive
274,return chicago fly day ago american airline absolutely superb every way high expectation return flight ba disappointment airbus may nice pilot perspective passenger awful uncomfortable seat inflight entertainment flight tracker fail work throughout flight inflight meal inedible service mediocre best short flight heathrow manchester much improve welcoming attentive flight staff flight even arrive early future travel one american carrier,0.8221,Positive
275,ba standard continue decline every time fly time min late departure seem norm ba information rude clueless board gate staff club lounge overcrowd dirty grubby cleaning staff could cope many cutback ba go apply become truly low cost year veteran user ba people complain alex cruz cutting cost past year see decline quickly late ceo one read occasional article ba improve thing yet see anything substantive seem british staff leave amongst cabin crew maybe time name change give flag carrier status proper low cost sadly staff service decline year year onboard catering remain poor surprise co produce rubbish meal sample turkish airline equivalent august superb guessing ba tight budget onboard wifi service joke avoid,-0.8387,Negative
276,awful business class check queue long economy probably half desk staff terminal chaotic business lounge overfull get seat delay flight unmanaged chaos gate drink board first drink serve hour take meal poor use get well economy airline british airway win race bottom cheapskate stake look forward flight home,-0.8555,Negative
277,reliable airline cannot trust timing flight boarding time sit plane already hour expected departure still clear discover engine work risk late business meeting geneva come bring work plane gate funny thing another business trip spring also ba amsterdam arrive airport time tell seat put next flight several hour get business meeting late still much lot stress end second plane sit cabin hour miss meeting think dramatic unlucky case time today see routine ba fly time,-0.4023,Negative
278,take comfort read last ten reviews see traveller put word absolutely abysmal british airway reason stuck use awful airline use point book club europe month ago london athens sit row tell run food option choice lentil pie green curry return athens london club europe check online promise arrive airport hrs early tell overbooked flight basically bump economy airline fail deliver time time national disgrace implore everyone choose alternative,-0.7845,Negative
279,bad journey life connection time lhr hour flight mxp delay rush change terminal train arrive risk heart attack plane stay another minute despite upon arrival sjc baggage lose fill form give employee give receipt reference number ba phone number sjc simply never answer call twice toll free number realize record delivery address enter online deal shitty website deliver baggage three day later claim compensation online buy clothes stuff never get receipt expect upgrade flight back mxp nothing happen neither allow enter ba lounge sjc bad customer service positive side price obviously cannot justify treatment know would never fly ba never,-0.7436,Negative
280,airplane lounge wear old break dallas heathrow multiple first class seating electronics non functional poorly design first class seating heathrow dubrovnik nothing tray block middle seat standard coach ticket disappointed,-0.1764,Negative
281,one bad experience bad airline flight delay due earlier technical issue time slip finally cancel zero information give despite pay well odds business class boot ba lounge two hour flight finally cancel ba staff without explanation tell everyone go gate another hour make u enter uk via passport control minute wait airport close sign bag help ba passing gatwick engineer finally help u locate bag ba completely wash hand u contravention caa rule refuse find u accommodation many slept bus stop overnight people young child find somewhere stay yet ba close leave following day replacement flight also late due admin mistake catering liquid hr flight overall service shockingly bad bad experience airline ever use,-0.9472,Negative
282,cancel flight last minute move u onto flight day later operate japan airline pay lot extra extra legroom seat tall assign middle seat deep middle plane operate different airline book ba neither ba airline could change seat phone despite seat available hour wait queue sit hold solution arrive early airport seat already give away free people book directly airline could check online get meal voucher compensation enormous downgrade hour flight never fly ba would rather fly indirect good airline use disgrace airline,0.4404,Positive
283,flight miami florida dublin ireland via london heathrow airport outbound flight miami delay far delay gate occupy arrive heathrow total delay roughly hour enough make connection challenge minute original arrival time departure time dublin head connection flight stop security personnel checkpoint tell u gate connection flight already close twenty minute prior departure time usher u customer service rebooked give busy weekend travel rebooked flight different airport tell cost get would reimburse wait hour luggage take cab london city airport cab fare roughly file claim british airway refuse claim tell plenty time make connect flight therefore deny claim reimburse cab fare explain british airway employee usher u rebook flight despite minute timeframe make connecting flight person rebooked u tell u policy close gate minute prior departure never fly awful airline give feedback site appear overwhelming sentiment,-0.6718,Negative
284,start day ba prague flight actually leave time come find unusual purchase business class seat see picture hardly business class block middle seat first row call business class horrible flight addition really rude rude check clerk basically yell excuse ask could give little bit priority many business class passenger serve get heathrow real fun begin hour delay give u different excuse delay employee walk away ask question rude one point employee leave announcement seem virtually every ba flight delay weather issue place comfortably store item business class never experience even cup holder bottle water seat control work well keep push button get anything power outlet work internet entire flight overhead luggage bin heavy almost get hernia close horrible airline never fly could give zero star would,-0.9494,Negative
285,fly british airway weekly want route option therefore frankly care customer flight always delay always someone else fault weather delay incoming aircraft flight traffic control issue hear life cannot understand allow operate around world travel world airline british airway really bad bad shame watch use good company fall cliff advice option fly anyone else exercise option fly different connection tight schedule expect ba get destination time,-0.91,Negative
286,everything ok connect flight london take runway pilot come announce engine problem engineer try fix wait plane hour finally tell would evacuate rebooked another flight worry special crew wait u ground help u set u hotel except one help u fact everyone refuse help u saturday almost pm want go home anyone connect flight rebook application app disassociate first flight connect one london staff saw still refuse help u give u phone number message say use app finally get someone phone rebooked u next day pm find hotel room airline refuse also help u choice either sleep airport pay gbp room money pay hour flight hour jet lag insane stress fact one british airway would help u take room course claim reimbursement week ago heard anything since idea much reimburse even though claim emotional compensation horrible situation put due total indifference financially difficult right money put equal half salary course impossible reach phone feel still august completely trap indifference solution information,-0.7221,Negative
287,initial flight cancel hour prior flight automatically reschedule next day next day flight delay leave hamburg miss connect flight las vega several passenger spend night london british airway provide u voucher transfer bus drop u wrong hotel close hotel tell u walk want result lose two night hotel reservation make las vega open claim provide receipt british airway get refund hotel reservation week single feedback british airway avoid flight future share story,-0.8934,Negative
288,never fly british airway flight july lhr lax cancel hour departure without explanation since week wait refund ba pay u cost cause cancellation disappointing,-0.6808,Negative
289,check security clearance quick lhr wife use gallery north lounge easy get seat good buffet breakfast option flight board time flight depart time seat club europe seat seem get small legroom ft tight cabin crew service fine choose full english breakfast ok lot water bottom bowl flight land time overall ok flight club europe feel premium day,0.9081,Positive
290,british airway confirm bad airline uk last minute cancellation explanation refusal book another airline arrangement happen use national airline,-0.5423,Negative
291,bad ba experience suppose fly italy september arrive tambo international airport ready check bag already check online previous evening boarding pas ready counter tell load flight connect flight cancel information send regard beforehand team check counter try get another flight even flight available manage get another flight follow evening lufthansa italy via frankfurt however miss first part trip arrive day half later suppose upon move flight ask ba staff whether flight back still valid everything order assure correct fly back south africa september upon check book information notice ba account first flight milan london miss book connecting london johannesburg still spend entire morning customer helpline two different operator pick instance moment proceed give book reference number call get drop currently seem like arrive airport monday without flight,0.1027,Positive
292,daughter deny board business class flight madrid heathrow march first leg return flight victoria canada reason give denied boarding check staff british airway counter madrid say agent tell u call british airway three hour early flight valid passport many try finally reach british airway phone tell call expedia book flight expedia confirm bump flight explanation expedia begin long process find alternative flight next hour numerous call expedia british airway incredibly next available flight day later april almost unbelievable many many try best could even though business class ticket part problem apparently rule allow change rout segment flight nine day delay major problem u miss work daughter miss school far receive compensation british airway penalty fee reimbursement expense stay nine extra day return begin british airway online complaint process submit support document receive email reply case reference number nothing send numerous follow email receive reply month later still hear british airway shock definitely bad airline service receive thousand flight many decade patient person first time comment type forum think public make aware extremely poor customer service british airway,-0.9436,Negative
293,despite board usual free lhr group call board whilst passenger agree check bag gate get board anyone else however service board impeccable superb crew friendly attentive interact passenger generally appear enjoy job like ba old day best food choice quality seem improve beef cheek thankfully even club kitchen appear return old style club seating least good feel less cramp,0.9627,Positive
294,flight cancel crew th september peak holiday period bad management ba send gate leave standing hour flight cancel day ba continue provide poor service national disgrace,-0.8834,Negative
295,bad service ever baggage arrive time flight delay never fly even food bad service,-0.8519,Negative
296,flight book holiday delay hour wifi available flight food drink basic expensive cannot recommend,-0.1803,Negative
297,british airway total lack respect customer book fly frankfurt main london city airport couple hour scheduled departure flight suddenly cancel ba without explanation already airport bad thing utter callousness staff show towards customer ground staff attitude merely third party agent ba employee therefore quickly wash hand u tell u contact ba directly via phone want help even provide u phone number tell u look ba com ba abandon passenger tell u ba departure heathrow also cancel meaning would ba flight frankfurt london day although airline still operate route ba refuse rebook u reason give cancellation technical reason assistance information provide right due cancellation information help regard food accommodation help etc attitude literally cancellation nothing problem receive email hour later notify automatically rebooked alternative flight hour later acceptable get back london night ring ba call centre show high degree callousness half hour call spend wait hold phone cut half hour meaningful information give point attempt call operator call back line cut solid phone signal wifi still stand terminal frankfurt main airport even though phone number list booking contact detail care end arrange return london take coach hanh airport km away wait hour book expensive last minute ticket ryanair stansted least flight operate time get back london ba bad low cost carrier,0.7134,Positive
298,london heathrow keflavik iceland business class british airway provide unusual business class experience intra europe flight seating similar airline middle seat vacant little extra space british airway business class cabin extend almost half aircraft make less premium experience every step board onboard wifi work half flight refund work surprisingly fast service flight good get keflavik time,0.7003,Positive
299,mumbai london heathrow business class ageing b aircraft feature old club world flatbed seat comfortable enough storage space around cubicle monitor screen among large one see airplane ba new club suite say far superior compete best b class rival entire business class cabin washroom issue flight since premier section full capacity wi fi board fast enough even send video via message apps service onboard competent staff lack warmth food alright big plus flight get bombay pm afternoon instead ungodly early morning hour international flight take india airport experience far pleasant time summary british airway provide good spectacular business class product,0.969,Positive
300,care support shock write previously loyal ba traveller lie mislead unprofessional service tell flight cancel book next available flight downgraded cabin business premium economy call ask told technical fault original flight suspicion another reason airport check staff say enough crew staff original flight earlier day take money allow book flight would allow get work doctor first place trust organisation look fly customer,0.7579,Positive
301,fly business class pleasure ba make disaster bad seating configuration imaginable could sane person could jam many seat limited space expect passenger happy seat narrow economy airline must face another person plastic screen raise tv screen size medium size tablet control behind head sitting position put anything except one small pull draw ground level reach seat access sleep window seat middle seat access jump passenger aisle seat seat low hard elderly get whole business class set sick joke eating difficult seat close enough table table flimsy drink fall redeeming feature answer like little comfort avoid ba like plague,-0.4243,Negative
302,british airway absolutely care reserved seat change aisle center seat overnight full flight quite awful enquire lax check agent say sorry nothing onboard flight attendant seem try finish meal service race speed meal tray pass proper question choice back clearing tray disappear rest kitchen hour water run need anything bother call bell simply ignore use like travel british airway year ago bean counter lower close lowcost carrier guess staff badly pay terrible attitude service last trip london delta much good poor excuse airline british air become,-0.9022,Negative
303,recent experience british airway horrendous utter abdication responsibility part arrive jfk ready flight malaga find cancel zero notice drain hour altercation finally place different flight nightmare continue land malaga sans luggage contain essential son wed thirty agonizing hour later bag show brand new ipad special watch nephew miss item merely valuable emotional significance make loss even gut wrenching think reputable airline would make amends error despite clear mishandling baggage team refuse offer reimbursement even modest amount airline credit customer service ineffective also astonishingly callous response essence fault trust u belonging poor customer service complete disregard basic human decency responsibility british airway numerous opportunity right wrong choose respect time belonging emotional well avoid british airway cost fail deliver promise also refuse make amends err leave customer bear brunt incompetence,-0.9272,Negative
304,express displeasure concern regard flight italy trip effectively ruin failure luggage arrive u couple length time take eventually reach u day departure date june flight ba chicago london june rebooked ba ba london rome flight late arrival rome wife force walk check desk reservation wheelchair assist plane never transfer ba tell cabin crew reservation transport also checked baggage fail make ba rebooked flight london rome ba take day deliver bag day deliver wife call ba baggage claim service daily frequently cut wait hold hour apple air tag bag send picture show exact location ba baggage claim several time day ba state find wife bag need verify ownership bag described bright pink easily visible tag bright pink bow take day deliver inexcusable return date july ba rome london ba london chicago flight late arrive chicago hour late miss ground transportation home michigan hour away find hotel stay overnight near chicago july file expense replacement lose clothing toiletry also food purchase heathrow due flight delay overnight hotel charge chicago week go online ask follow case response ba retiree fixed income cannot fund ba error honestly say time able reach human courteous attempt help appear loss,0.2401,Positive
305,fly london malaga august club europe stand around gate b terminal hour staff give different reason delay late inbound aircraft etc plane board sit hour board captain state change plane would meal serve club europe receive one small packet crisp throughout flight effort apologise smelt hot meal pilot heat saw serve club europe meal tray cabin crew also warm pastry quick use air freshener front galley customer receive zilch ba send email follow morning say sorry nothing else complete utter rip airline already cut back many thing pay full business class fare receive part onboard meal service expect email sufficient avoid ba option nowadays bad europe,-0.743,Negative
306,arrive airport hour takeoff time get check go security etc go without issue relatively early gate one first passenger time boarding open first business class get call family child disabled people couple minute boarding start call people one one name announcement win let anyone anymore fifty people still stand gate let reason say plane short staffed later discover speak manager flight short staffed also overbooked announcement people get angry let anymore nothing change everyone send away connecting flight later day go miss let plane first try get luggage back receive immediately get hold later thanks airport personnel like everyone go fly plane want talk someone british airway since service center frankfurt airport everyone go check counter receive food voucher single person either able rebook anyone flight get anyone refund staff say go receive email couple hour option rebook flight get refund wait four hour email airport come today try call airline help either answer phone hang middle conversation four hour wait email people flight go back check counter get confirmation receive refund new shift personell know happen scan passport look flight find system die fault could attend flight look like miss everyone stand exactly people counter say could anything later able speak manager many phone call say go take care suppose get email point future able get write confirmation get refund even several time ask already fly lot time life never ever thing happen many people let plane also customer service horrible able rebook confirm refund way end option get destination would book last minute flight lot money would know ever get back,0.5719,Positive
307,filthy plane cabin staff ok appal customer service staff care less deal complaint pay extra club europe business class food poor give wipe clean seat area split could accommodate family really expect pay extra service cancel booking ba even mean lose deposit,-0.3477,Negative
308,chaos terminal ba cancellation delay staff give different reason depend ask answer lie sadly ba airport standard bad ever long past able use covid excuse short haul club europe trip expect little ba barely even provide cutback covid permanent find alternative carrier route choose rather ba sadly route ba monopoly,-0.93,Negative
